Season,TeamID,ConfAbbrev
1999,3137,patriot
1999,3138,mac
1999,3139,mw_coll
1999,3140,wac
1999,3141,mac
1999,3142,big_west
1999,3143,pac_ten
1999,3144,a_sun
1999,3145,maac
1999,3148,nec
1999,3149,big_south
1999,3150,cusa
1999,3151,southern
1999,3152,mid_cont
1999,3153,cusa
1999,3155,acc
1999,3156,mw_coll
1999,3157,big_south
1999,3158,southern
1999,3159,patriot
1999,3160,big_twelve
1999,3161,wac
1999,3162,ivy
1999,3163,big_east
1999,3164,meac
1999,3165,ivy
1999,3166,mvc
1999,3168,big_west
1999,3169,big_sky
1999,3170,big_sky
1999,3171,ivy
1999,3172,southern
1999,3173,a_ten
1999,3174,aec
1999,3175,meac
1999,3176,ind
1999,3177,cusa
1999,3178,mw_coll
1999,3179,mvc
1999,3180,aec
1999,3181,acc
1999,3182,a_ten
1999,3183,ovc
1999,3184,ovc
1999,3185,mac
1999,3186,big_sky
1999,3187,caa
1999,3189,ind
1999,3190,southern
1999,3191,mvc
1999,3192,nec
1999,3193,maac
1999,3194,a_sun
1999,3196,sec
1999,3197,meac
1999,3198,sun_belt
1999,3199,acc
1999,3200,a_ten
1999,3201,wac
1999,3202,southern
1999,3203,a_ten
1999,3204,southern
1999,3206,caa
1999,3207,big_east
1999,3208,sec
1999,3209,a_sun
1999,3210,acc
1999,3211,wcc
1999,3212,swac
1999,3214,meac
1999,3216,aec
1999,3217,ivy
1999,3218,wac
1999,3219,ind
1999,3220,aec
1999,3221,patriot
1999,3222,cusa
1999,3224,meac
1999,3225,big_west
1999,3226,big_sky
1999,3227,mw_coll
1999,3228,big_ten
1999,3229,mvc
1999,3231,big_ten
1999,3232,mvc
1999,3233,maac
1999,3234,big_ten
1999,3235,big_twelve
1999,3237,mid_cont
1999,3238,swac
1999,3240,a_sun
1999,3241,caa
1999,3242,big_twelve
1999,3243,big_twelve
1999,3245,mac
1999,3246,sec
1999,3247,a_ten
1999,3248,patriot
1999,3249,southland
1999,3250,patriot
1999,3251,big_south
1999,3253,big_west
1999,3254,nec
1999,3256,sun_belt
1999,3257,cusa
1999,3258,wcc
1999,3259,maac
1999,3260,mw_coll
1999,3261,sec
1999,3263,aec
1999,3264,maac
1999,3265,maac
1999,3266,cusa
1999,3267,mac
1999,3268,acc
1999,3269,a_ten
1999,3270,southland
1999,3271,meac
1999,3272,cusa
1999,3273,a_sun
1999,3274,big_east
1999,3275,mac
1999,3276,big_ten
1999,3277,big_ten
1999,3278,big_ten
1999,3279,sec
1999,3280,sec
1999,3281,big_twelve
1999,3282,mid_cont
1999,3283,mvc
1999,3284,nec
1999,3285,big_sky
1999,3286,big_sky
1999,3287,ovc
1999,3288,meac
1999,3290,swac
1999,3291,nec
1999,3292,ovc
1999,3293,ovc
1999,3296,mac
1999,3298,patriot
1999,3299,meac
1999,3301,acc
1999,3304,big_twelve
1999,3305,big_west
1999,3306,aec
1999,3307,wac
1999,3308,big_west
1999,3309,sun_belt
1999,3310,maac
1999,3311,southland
1999,3313,meac
1999,3314,acc
1999,3317,big_west
1999,3318,aec
1999,3319,big_sky
1999,3320,mvc
1999,3321,big_ten
1999,3322,southland
1999,3323,big_east
1999,3324,ind
1999,3325,mac
1999,3326,big_ten
1999,3328,big_twelve
1999,3329,big_twelve
1999,3330,caa
1999,3331,mid_cont
1999,3332,pac_ten
1999,3333,pac_ten
1999,3334,big_west
1999,3335,ivy
1999,3336,big_ten
1999,3337,wcc
1999,3338,big_east
1999,3339,wcc
1999,3340,big_sky
1999,3341,swac
1999,3343,ivy
1999,3344,big_east
1999,3345,big_ten
1999,3346,nec
1999,3347,big_south
1999,3348,a_ten
1999,3349,wac
1999,3350,caa
1999,3351,maac
1999,3352,nec
1999,3353,big_east
1999,3354,meac
1999,3356,mvc
1999,3358,southland
1999,3359,a_sun
1999,3360,wcc
1999,3361,wac
1999,3362,wcc
1999,3363,wac
1999,3364,big_west
1999,3365,wcc
1999,3368,southland
1999,3369,ovc
1999,3371,big_east
1999,3372,southland
1999,3373,maac
1999,3374,wac
1999,3375,sun_belt
1999,3376,sec
1999,3378,cusa
1999,3379,cusa
1999,3380,swac
1999,3381,mid_cont
1999,3382,a_ten
1999,3383,nec
1999,3384,nec
1999,3385,big_east
1999,3386,a_ten
1999,3387,cusa
1999,3388,wcc
1999,3389,maac
1999,3390,pac_ten
1999,3391,a_sun
1999,3393,big_east
1999,3395,wac
1999,3396,a_ten
1999,3397,sec
1999,3398,ovc
1999,3399,ovc
1999,3400,big_twelve
1999,3401,big_twelve
1999,3402,southland
1999,3403,big_twelve
1999,3404,ovc
1999,3405,mac
1999,3406,aec
1999,3407,a_sun
1999,3408,cusa
1999,3409,wac
1999,3410,ind
1999,3411,swac
1999,3412,cusa
1999,3414,big_west
1999,3416,a_sun
1999,3417,pac_ten
1999,3418,sun_belt
1999,3419,southland
1999,3420,nec
1999,3421,big_south
1999,3422,southern
1999,3423,caa
1999,3424,wac
1999,3425,pac_ten
1999,3426,southland
1999,3427,southland
1999,3428,wac
1999,3431,wac
1999,3433,caa
1999,3434,mid_cont
1999,3435,sec
1999,3436,aec
1999,3437,big_east
1999,3438,acc
1999,3439,a_ten
1999,3441,southern
1999,3442,mid_cont
1999,3443,sun_belt
1999,3444,mac
1999,3447,nec
1999,3448,acc
1999,3449,pac_ten
1999,3450,pac_ten
1999,3451,big_sky
1999,3452,big_east
1999,3453,mw_coll
1999,3454,mw_coll
1999,3455,mvc
1999,3456,caa
1999,3457,big_south
1999,3458,big_ten
1999,3459,southern
1999,3460,mw_coll
1999,3461,wac
1999,3462,a_ten
1999,3463,ivy
1999,3464,mid_cont
2000,3102,mwc
2000,3103,mac
2000,3104,sec
2000,3105,swac
2000,3106,swac
2000,3107,ind
2000,3108,swac
2000,3110,caa
2000,3111,southern
2000,3112,pac_ten
2000,3113,pac_ten
2000,3114,sun_belt
2000,3115,swac
2000,3116,sec
2000,3117,sun_belt
2000,3119,patriot
2000,3120,sec
2000,3122,ovc
2000,3123,mac
2000,3124,big_twelve
2000,3125,ind
2000,3126,meac
2000,3129,big_west
2000,3130,big_east
2000,3131,aec
2000,3132,mac
2000,3133,mvc
2000,3135,ivy
2000,3137,patriot
2000,3138,mac
2000,3139,mw_coll
2000,3140,mwc
2000,3141,mac
2000,3142,big_west
2000,3143,pac_ten
2000,3144,a_sun
2000,3145,maac
2000,3147,ind
2000,3148,nec
2000,3149,big_south
2000,3150,cusa
2000,3151,southern
2000,3152,mid_cont
2000,3153,cusa
2000,3155,acc
2000,3156,mw_coll
2000,3157,big_south
2000,3158,southern
2000,3159,patriot
2000,3160,big_twelve
2000,3161,mwc
2000,3162,ivy
2000,3163,big_east
2000,3164,meac
2000,3165,ivy
2000,3166,mvc
2000,3168,big_west
2000,3169,big_sky
2000,3170,big_sky
2000,3171,ivy
2000,3172,southern
2000,3173,a_ten
2000,3174,aec
2000,3175,meac
2000,3176,sun_belt
2000,3177,cusa
2000,3178,mw_coll
2000,3179,mvc
2000,3180,aec
2000,3181,acc
2000,3182,a_ten
2000,3183,ovc
2000,3184,ovc
2000,3185,mac
2000,3186,big_sky
2000,3187,caa
2000,3189,big_south
2000,3190,southern
2000,3191,mvc
2000,3192,nec
2000,3193,maac
2000,3194,a_sun
2000,3196,sec
2000,3197,meac
2000,3198,sun_belt
2000,3199,acc
2000,3200,a_ten
2000,3201,wac
2000,3202,southern
2000,3203,a_ten
2000,3204,southern
2000,3206,caa
2000,3207,big_east
2000,3208,sec
2000,3209,a_sun
2000,3210,acc
2000,3211,wcc
2000,3212,swac
2000,3214,meac
2000,3216,aec
2000,3217,ivy
2000,3218,wac
2000,3219,big_south
2000,3220,aec
2000,3221,patriot
2000,3222,cusa
2000,3224,meac
2000,3225,big_west
2000,3226,big_sky
2000,3227,mw_coll
2000,3228,big_ten
2000,3229,mvc
2000,3231,big_ten
2000,3232,mvc
2000,3233,maac
2000,3234,big_ten
2000,3235,big_twelve
2000,3237,mid_cont
2000,3238,swac
2000,3240,a_sun
2000,3241,caa
2000,3242,big_twelve
2000,3243,big_twelve
2000,3245,mac
2000,3246,sec
2000,3247,a_ten
2000,3248,patriot
2000,3249,southland
2000,3250,patriot
2000,3251,big_south
2000,3253,big_west
2000,3254,nec
2000,3256,sun_belt
2000,3257,cusa
2000,3258,wcc
2000,3259,maac
2000,3260,mw_coll
2000,3261,sec
2000,3263,aec
2000,3264,maac
2000,3265,maac
2000,3266,cusa
2000,3267,mac
2000,3268,acc
2000,3269,a_ten
2000,3270,southland
2000,3271,meac
2000,3272,cusa
2000,3273,a_sun
2000,3274,big_east
2000,3275,mac
2000,3276,big_ten
2000,3277,big_ten
2000,3278,big_ten
2000,3279,sec
2000,3280,sec
2000,3281,big_twelve
2000,3282,mid_cont
2000,3283,mvc
2000,3284,nec
2000,3285,big_sky
2000,3286,big_sky
2000,3287,ovc
2000,3288,meac
2000,3290,swac
2000,3291,nec
2000,3292,ovc
2000,3293,ovc
2000,3296,mac
2000,3298,patriot
2000,3299,meac
2000,3301,acc
2000,3304,big_twelve
2000,3305,big_west
2000,3306,aec
2000,3307,mwc
2000,3308,big_west
2000,3309,sun_belt
2000,3310,maac
2000,3311,southland
2000,3313,meac
2000,3314,acc
2000,3317,big_west
2000,3318,aec
2000,3319,big_sky
2000,3320,mvc
2000,3321,big_ten
2000,3322,southland
2000,3323,big_east
2000,3324,mid_cont
2000,3325,mac
2000,3326,big_ten
2000,3328,big_twelve
2000,3329,big_twelve
2000,3330,caa
2000,3331,mid_cont
2000,3332,pac_ten
2000,3333,pac_ten
2000,3334,big_west
2000,3335,ivy
2000,3336,big_ten
2000,3337,wcc
2000,3338,big_east
2000,3339,wcc
2000,3340,big_sky
2000,3341,swac
2000,3343,ivy
2000,3344,big_east
2000,3345,big_ten
2000,3346,nec
2000,3347,big_south
2000,3348,a_ten
2000,3349,wac
2000,3350,caa
2000,3351,maac
2000,3352,nec
2000,3353,big_east
2000,3354,meac
2000,3356,mvc
2000,3357,nec
2000,3358,southland
2000,3359,a_sun
2000,3360,wcc
2000,3361,mwc
2000,3362,wcc
2000,3363,wac
2000,3364,big_west
2000,3365,wcc
2000,3368,southland
2000,3369,ovc
2000,3371,big_east
2000,3372,southland
2000,3373,maac
2000,3374,wac
2000,3375,sun_belt
2000,3376,sec
2000,3378,cusa
2000,3379,cusa
2000,3380,swac
2000,3381,mid_cont
2000,3382,a_ten
2000,3383,nec
2000,3384,nec
2000,3385,big_east
2000,3386,a_ten
2000,3387,cusa
2000,3388,wcc
2000,3389,maac
2000,3390,pac_ten
2000,3391,a_sun
2000,3392,ind
2000,3393,big_east
2000,3394,ind
2000,3395,wac
2000,3396,a_ten
2000,3397,sec
2000,3398,ovc
2000,3399,ovc
2000,3400,big_twelve
2000,3401,big_twelve
2000,3402,southland
2000,3403,big_twelve
2000,3404,ovc
2000,3405,mac
2000,3406,aec
2000,3407,a_sun
2000,3408,cusa
2000,3409,wac
2000,3410,ind
2000,3411,swac
2000,3412,cusa
2000,3414,big_west
2000,3416,a_sun
2000,3417,pac_ten
2000,3418,sun_belt
2000,3419,southland
2000,3420,nec
2000,3421,big_south
2000,3422,southern
2000,3423,caa
2000,3424,mwc
2000,3425,pac_ten
2000,3426,southland
2000,3427,southland
2000,3428,mwc
2000,3431,wac
2000,3433,caa
2000,3434,mid_cont
2000,3435,sec
2000,3436,aec
2000,3437,big_east
2000,3438,acc
2000,3439,a_ten
2000,3441,southern
2000,3442,mid_cont
2000,3443,sun_belt
2000,3444,mac
2000,3447,nec
2000,3448,acc
2000,3449,pac_ten
2000,3450,pac_ten
2000,3451,big_sky
2000,3452,big_east
2000,3453,mw_coll
2000,3454,mw_coll
2000,3455,mvc
2000,3456,caa
2000,3457,big_south
2000,3458,big_ten
2000,3459,southern
2000,3460,mw_coll
2000,3461,mwc
2000,3462,a_ten
2000,3463,ivy
2000,3464,mid_cont
2001,3102,mwc
2001,3103,mac
2001,3104,sec
2001,3105,swac
2001,3106,swac
2001,3107,ind
2001,3108,swac
2001,3110,caa
2001,3111,southern
2001,3112,pac_ten
2001,3113,pac_ten
2001,3114,sun_belt
2001,3115,swac
2001,3116,sec
2001,3117,sun_belt
2001,3119,patriot
2001,3120,sec
2001,3122,ovc
2001,3123,mac
2001,3124,big_twelve
2001,3125,ind
2001,3126,meac
2001,3129,big_west
2001,3130,big_east
2001,3131,aec
2001,3132,mac
2001,3133,mvc
2001,3135,ivy
2001,3137,patriot
2001,3138,mac
2001,3139,mw_coll
2001,3140,mwc
2001,3141,mac
2001,3142,big_west
2001,3143,pac_ten
2001,3144,a_sun
2001,3145,maac
2001,3147,ind
2001,3148,nec
2001,3149,big_south
2001,3150,cusa
2001,3151,southern
2001,3152,mid_cont
2001,3153,cusa
2001,3155,acc
2001,3156,mw_coll
2001,3157,big_south
2001,3158,southern
2001,3159,patriot
2001,3160,big_twelve
2001,3161,mwc
2001,3162,ivy
2001,3163,big_east
2001,3164,meac
2001,3165,ivy
2001,3166,mvc
2001,3168,big_west
2001,3169,big_sky
2001,3170,big_sky
2001,3171,ivy
2001,3172,southern
2001,3173,a_ten
2001,3174,aec
2001,3175,meac
2001,3176,sun_belt
2001,3177,cusa
2001,3178,mw_coll
2001,3179,mvc
2001,3180,aec
2001,3181,acc
2001,3182,a_ten
2001,3183,ovc
2001,3184,ovc
2001,3185,mac
2001,3186,big_sky
2001,3187,caa
2001,3189,big_south
2001,3190,southern
2001,3191,mvc
2001,3192,nec
2001,3193,maac
2001,3194,a_sun
2001,3196,sec
2001,3197,meac
2001,3198,sun_belt
2001,3199,acc
2001,3200,a_ten
2001,3201,wac
2001,3202,southern
2001,3203,a_ten
2001,3204,southern
2001,3206,caa
2001,3207,big_east
2001,3208,sec
2001,3209,a_sun
2001,3210,acc
2001,3211,wcc
2001,3212,swac
2001,3214,meac
2001,3216,aec
2001,3217,ivy
2001,3218,wac
2001,3219,big_south
2001,3220,aec
2001,3221,patriot
2001,3222,cusa
2001,3224,meac
2001,3225,big_west
2001,3226,big_sky
2001,3227,mw_coll
2001,3228,big_ten
2001,3229,mvc
2001,3231,big_ten
2001,3232,mvc
2001,3233,maac
2001,3234,big_ten
2001,3235,big_twelve
2001,3237,mid_cont
2001,3238,swac
2001,3239,a_sun
2001,3240,a_sun
2001,3241,caa
2001,3242,big_twelve
2001,3243,big_twelve
2001,3245,mac
2001,3246,sec
2001,3247,a_ten
2001,3248,patriot
2001,3249,southland
2001,3250,patriot
2001,3251,big_south
2001,3253,big_west
2001,3254,nec
2001,3256,sun_belt
2001,3257,cusa
2001,3258,wcc
2001,3259,maac
2001,3260,mw_coll
2001,3261,sec
2001,3263,aec
2001,3264,maac
2001,3265,maac
2001,3266,cusa
2001,3267,mac
2001,3268,acc
2001,3269,a_ten
2001,3270,southland
2001,3271,meac
2001,3272,cusa
2001,3273,a_sun
2001,3274,big_east
2001,3275,mac
2001,3276,big_ten
2001,3277,big_ten
2001,3278,big_ten
2001,3279,sec
2001,3280,sec
2001,3281,big_twelve
2001,3282,mid_cont
2001,3283,mvc
2001,3284,nec
2001,3285,big_sky
2001,3286,big_sky
2001,3287,ovc
2001,3288,meac
2001,3290,swac
2001,3291,nec
2001,3292,sun_belt
2001,3293,ovc
2001,3296,mac
2001,3298,patriot
2001,3299,meac
2001,3301,acc
2001,3304,big_twelve
2001,3305,wac
2001,3306,aec
2001,3307,mwc
2001,3308,sun_belt
2001,3309,sun_belt
2001,3310,maac
2001,3311,southland
2001,3313,meac
2001,3314,acc
2001,3317,sun_belt
2001,3318,aec
2001,3319,big_sky
2001,3320,mvc
2001,3321,big_ten
2001,3322,southland
2001,3323,big_east
2001,3324,mid_cont
2001,3325,mac
2001,3326,big_ten
2001,3328,big_twelve
2001,3329,big_twelve
2001,3330,caa
2001,3331,mid_cont
2001,3332,pac_ten
2001,3333,pac_ten
2001,3334,big_west
2001,3335,ivy
2001,3336,big_ten
2001,3337,wcc
2001,3338,big_east
2001,3339,wcc
2001,3340,big_sky
2001,3341,swac
2001,3343,ivy
2001,3344,big_east
2001,3345,big_ten
2001,3346,nec
2001,3347,big_south
2001,3348,a_ten
2001,3349,wac
2001,3350,caa
2001,3351,maac
2001,3352,nec
2001,3353,big_east
2001,3354,meac
2001,3356,mvc
2001,3357,nec
2001,3358,southland
2001,3359,a_sun
2001,3360,wcc
2001,3361,mwc
2001,3362,wcc
2001,3363,wac
2001,3364,big_west
2001,3365,wcc
2001,3368,southland
2001,3369,ovc
2001,3371,big_east
2001,3372,southland
2001,3373,maac
2001,3374,wac
2001,3375,sun_belt
2001,3376,sec
2001,3378,cusa
2001,3379,cusa
2001,3380,swac
2001,3381,mid_cont
2001,3382,a_ten
2001,3383,nec
2001,3384,nec
2001,3385,big_east
2001,3386,a_ten
2001,3387,cusa
2001,3388,wcc
2001,3389,maac
2001,3390,pac_ten
2001,3391,a_sun
2001,3392,ind
2001,3393,big_east
2001,3394,ind
2001,3395,wac
2001,3396,a_ten
2001,3397,sec
2001,3398,ovc
2001,3399,ovc
2001,3400,big_twelve
2001,3401,big_twelve
2001,3402,southland
2001,3403,big_twelve
2001,3404,ovc
2001,3405,mac
2001,3406,aec
2001,3407,a_sun
2001,3408,cusa
2001,3409,wac
2001,3410,ind
2001,3411,swac
2001,3412,cusa
2001,3414,big_west
2001,3416,a_sun
2001,3417,pac_ten
2001,3418,sun_belt
2001,3419,southland
2001,3420,nec
2001,3421,big_south
2001,3422,southern
2001,3423,caa
2001,3424,mwc
2001,3425,pac_ten
2001,3426,southland
2001,3427,southland
2001,3428,mwc
2001,3431,wac
2001,3433,caa
2001,3434,mid_cont
2001,3435,sec
2001,3436,aec
2001,3437,big_east
2001,3438,acc
2001,3439,big_east
2001,3441,southern
2001,3442,mid_cont
2001,3443,sun_belt
2001,3444,mac
2001,3447,nec
2001,3448,acc
2001,3449,pac_ten
2001,3450,pac_ten
2001,3451,big_sky
2001,3452,big_east
2001,3453,mw_coll
2001,3454,mw_coll
2001,3455,mvc
2001,3456,caa
2001,3457,big_south
2001,3458,big_ten
2001,3459,southern
2001,3460,mw_coll
2001,3461,mwc
2001,3462,a_ten
2001,3463,ivy
2001,3464,mid_cont
2002,3102,mwc
2002,3103,mac
2002,3104,sec
2002,3105,swac
2002,3106,swac
2002,3107,aec
2002,3108,swac
2002,3110,patriot
2002,3111,southern
2002,3112,pac_ten
2002,3113,pac_ten
2002,3114,sun_belt
2002,3115,swac
2002,3116,sec
2002,3117,sun_belt
2002,3119,patriot
2002,3120,sec
2002,3122,ovc
2002,3123,mac
2002,3124,big_twelve
2002,3125,a_sun
2002,3126,meac
2002,3127,aec
2002,3128,ind
2002,3129,wac
2002,3130,big_east
2002,3131,aec
2002,3132,mac
2002,3133,mvc
2002,3135,ivy
2002,3137,patriot
2002,3138,mac
2002,3139,horizon
2002,3140,mwc
2002,3141,mac
2002,3142,big_west
2002,3143,pac_ten
2002,3144,a_sun
2002,3145,maac
2002,3147,ind
2002,3148,nec
2002,3149,big_south
2002,3150,cusa
2002,3151,southern
2002,3152,mid_cont
2002,3153,cusa
2002,3155,acc
2002,3156,horizon
2002,3157,big_south
2002,3158,southern
2002,3159,patriot
2002,3160,big_twelve
2002,3161,mwc
2002,3162,ivy
2002,3163,big_east
2002,3164,meac
2002,3165,ivy
2002,3166,mvc
2002,3168,big_west
2002,3169,big_west
2002,3170,big_sky
2002,3171,ivy
2002,3172,southern
2002,3173,a_ten
2002,3174,caa
2002,3175,meac
2002,3176,sun_belt
2002,3177,cusa
2002,3178,horizon
2002,3179,mvc
2002,3180,caa
2002,3181,acc
2002,3182,a_ten
2002,3183,ovc
2002,3184,ovc
2002,3185,mac
2002,3186,big_sky
2002,3187,cusa
2002,3189,big_south
2002,3190,southern
2002,3191,mvc
2002,3192,nec
2002,3193,maac
2002,3194,a_sun
2002,3196,sec
2002,3197,meac
2002,3198,sun_belt
2002,3199,acc
2002,3200,a_ten
2002,3201,wac
2002,3202,southern
2002,3203,a_ten
2002,3204,southern
2002,3205,ind
2002,3206,caa
2002,3207,big_east
2002,3208,sec
2002,3209,a_sun
2002,3210,acc
2002,3211,wcc
2002,3212,swac
2002,3214,meac
2002,3216,aec
2002,3217,ivy
2002,3218,wac
2002,3219,big_south
2002,3220,caa
2002,3221,patriot
2002,3222,cusa
2002,3224,meac
2002,3225,big_west
2002,3226,big_sky
2002,3227,horizon
2002,3228,big_ten
2002,3229,mvc
2002,3231,big_ten
2002,3232,mvc
2002,3233,maac
2002,3234,big_ten
2002,3235,big_twelve
2002,3237,mid_cont
2002,3238,swac
2002,3239,a_sun
2002,3240,a_sun
2002,3241,caa
2002,3242,big_twelve
2002,3243,big_twelve
2002,3245,mac
2002,3246,sec
2002,3247,a_ten
2002,3248,patriot
2002,3249,southland
2002,3250,patriot
2002,3251,big_south
2002,3252,ind
2002,3253,big_west
2002,3254,nec
2002,3256,wac
2002,3257,cusa
2002,3258,wcc
2002,3259,maac
2002,3260,horizon
2002,3261,sec
2002,3263,aec
2002,3264,maac
2002,3265,maac
2002,3266,cusa
2002,3267,mac
2002,3268,acc
2002,3269,a_ten
2002,3270,southland
2002,3271,meac
2002,3272,cusa
2002,3273,a_sun
2002,3274,big_east
2002,3275,mac
2002,3276,big_ten
